UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
9437141,57932,10/06/2012,7:25,1,DC,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14491787,3134930,12/10/2014,4:55,1,NY,OTHER,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inexperience,
9361210,55479,08/16/2013,19:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,,
13094265,306973,03/17/2014,17:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
14865947,3296712,09/12/2015,1:05,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
11757343,2968567,07/24/2014,14:50,1,FL,PICK-UP TRUCK,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140329,4229342,10/24/2019,23:16,7cb02ceb-87f1-4936-8b47-2fd8581ea913,NY,Taxi,NISS -CAR/SUV,,2015,East,2,M,Licensed,NY,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,Center Back End,No Damage,N,,Unspecified,Unspecified
12249465,194170,08/19/2012,0:30,1,FL,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139715,4228752,10/24/2019,13:30,7f780634-147a-45f2-846c-079c289c3e30,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019,West,2,M,Licensed,NY,Making Right Turn,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Unspecified,Unspecified
17222823,3581197,12/17/2016,3:00,1212046,NY,Taxi,TOYT -CAR/SUV,,2013,West,1,M,Licensed,NY,Parked,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
11750100,168960,10/14/2013,14:25,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139868,4229122,10/24/2019,19:00,f40398ab-a9a8-4115-be0d-45df85c97570,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2018,West,1,M,Licensed,MX,Parked,Right Side Doors,Right Rear Quarter Panel,,,,Unspecified,,Unspecified,Unspecified
19139189,4228987,10/24/2019,0:00,64dca59d-0d6e-450e-b732-0fe63282a41b,,Bike,,,,East,1,M,,,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,Unspecified,,Unspecified,Unspecified
19140233,4229335,10/24/2019,23:40,9ded51d4-abbc-42ee-9308-a0083b345228,NY,4 dr sedan,TOYT -CAR/SUV,,2018,North,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,,,N,,Driver Inattention/Distraction,Unspecified
19139675,4228965,10/24/2019,9:00,0deeba57-84f1-4fb9-ba08-0ab8de71e634,NY,Box Truck,HINO -TRUCK/BUS,,2012,Northeast,1,M,Licensed,NY,Making Right Turn,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,,Reaction to Uninvolved Vehicle,Unspecified
14580186,3171984,02/19/2015,16:55,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140102,4229381,10/24/2019,13:00,026c42e9-0475-4af3-86c0-5ea353729b6e,NY,Sedan,LEXS -CAR/SUV,,1998,North,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
19140347,4229138,10/24/2019,17:15,a55270e9-2eeb-44ca-b089-df40f39ab0a5,NY,Pick-up Truck,CHEV -CAR/SUV,,2003,South,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Center Front End,Right Front Bumper,Left Front Bumper,Center Front End,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
17164367,3548200,10/25/2016,17:20,980315,NY,Bike,,,,East,1,M,Licensed,CT,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,,N,,Passing or Lane Usage Improper,Unspecified
19139541,4228928,10/24/2019,18:35,856fb0f8-b846-4594-abfa-440dd856155b,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2016,North,0,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,Left Front Bumper,,,N,,Unspecified,Unspecified
19139056,4229011,10/24/2019,14:32,88611d5f-e0b7-4d74-bad9-968ccf98bf4d,NY,Sedan,HOND -CAR/SUV,,2018,West,2,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Driver Inattention/Distraction,Unspecified
19138985,4229034,10/24/2019,20:15,cf43351c-0006-452c-9c18-1b4996eeaf29,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2019,West,1,F,Licensed,NY,Making Right Turn,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
12953409,227975,07/05/2012,7:30,3,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19138490,4228816,10/24/2019,15:29,1752f0f7-8f17-4710-b7b5-bae3eca329d8,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2014,North,1,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Rear Quarter Panel,Left Rear Bumper,No Damage,No Damage,N,,Unspecified,Unspecified
19139144,4228613,10/24/2019,8:30,6d5bea65-c2f7-49fc-9bf6-c3663bd0fa41,NY,Sedan,HYUN -CAR/SUV,,2018,South,1,F,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Bumper,Center Front End,Left Front Bumper,,N,,Unspecified,Unspecified
14392386,294442,10/01/2012,12:25,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
16958694,3405780,04/11/2016,16:56,121243,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,LEXS R35,2013,North,2,,,,Parked,Left Side Doors,Left Side Doors,Left Front Quarter Panel,Left Rear Quarter Panel,,N,,Unspecified,
19139724,4228833,10/24/2019,17:51,82a6db6b-e3fa-4f2f-9cbc-69a710437e92,NY,Sedan,TOYT -CAR/SUV,,2005,East,1,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19140318,4229339,10/24/2019,14:14,f134045b-9070-4e61-9952-d2eb65e277d0,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2019,East,1,F,Licensed,NY,Stopped in Traffic,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
19139042,4228743,10/24/2019,0:00,9b9275c3-8949-4385-b08b-c569bfaf00a1,NY,Sedan,CHEV -CAR/SUV,,2018,North,0,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,No Damage,No Damage,No Damage,N,,Following Too Closely,Unspecified
19139770,4229164,10/24/2019,0:00,583ef767-7ed6-43dc-a358-402d8dc66b56,NY,Sedan,TOYT -CAR/SUV,,2015,South,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unspecified
14775412,3252410,07/04/2015,11:45,1,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14861332,3294418,09/10/2015,15:50,1,NY,PASSENGER VEHICLE,,,,,,,,,Other*,,,,,,,,Unspecified,
17372648,3539167,10/03/2016,16:05,924040,NY,Bike,,,,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,No Damage,No Damage,No Damage,No Damage,N,,Other Vehicular,Unspecified
14942892,3335324,11/15/2015,21:19,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Other Electronic Device,
17151852,3485245,07/20/2016,16:14,542339,NY,4 dr sedan,TOYT -CAR/SUV,,2013,South,1,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Unsafe Lane Changing
13651276,261923,06/03/2013,18:00,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
19139271,4228952,10/24/2019,17:21,6e76623e-e994-47f1-9245-a675e5800e64,NY,Sedan,VOLV -CAR/SUV,,2018,South,0,F,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,Left Side Doors,No Damage,N,,Driver Inattention/Distraction,Unspecified
16950977,3415599,03/31/2016,16:10,72313,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2005,South,1,M,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,Unspecified,,Failure to Yield Right-of-Way,Driver Inattention/Distraction
19138542,4228901,10/24/2019,15:50,a68fbad8-3c19-4480-b139-6e0d842e6798,NY,Station Wagon/Sport Utility Vehicle,AUDI -CAR/SUV,,2007,North,1,M,Licensed,NY,Starting from Parking,Left Rear Bumper,Left Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Driver Inattention/Distraction,Passing or Lane Usage Improper
19139159,4228884,10/24/2019,14:07,4339b1d8-1b58-475e-bd82-7edb597ae07f,NY,Taxi,TOYT -CAR/SUV,,2015,Southeast,1,M,Licensed,NY,Making Right Turn,Left Front Bumper,Left Front Bumper,,,,N,,Driver Inattention/Distraction,Unspecified
9000199,36243,09/29/2013,20:00,1,CA,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17205336,4023519,06/13/2016,16:15,402869,NY,4 dr sedan,HOND -CAR/SUV,,1995,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,,Unsafe Speed,Unspecified
19139853,4229487,10/24/2019,13:22,a937e904-8611-49b2-8174-21038e10eeac,NY,Taxi,HYUN -CAR/SUV,,2017,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
14967262,3347607,12/05/2015,19:20,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Changing Lanes,,,,,,,,Fatigued/Drowsy,
19138604,4228999,10/24/2019,14:30,29cdae59-bb95-4904-a7bb-9fe4c76dac73,NY,Pick-up Truck,TOYT -CAR/SUV,,1986,North,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
13993875,351091,06/12/2014,13:30,1,GA,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19139460,4228829,10/24/2019,15:17,f4417239-77f4-4807-92b9-59269062e961,NJ,Sedan,SAA -CAR/SUV,,2000,South,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,No Damage,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unsafe Speed
19139588,4228860,10/24/2019,15:00,60a8a761-29cd-410e-838f-8436b9b06383,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2013,South,1,F,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Front Bumper,Left Side Doors,Left Front Quarter Panel,Center Front End,N,,Driver Inattention/Distraction,Unspecified
9130621,328675,05/01/2014,22:40,2,NY,BUS,,,,,,,,,Slowing or Stopping,,,,,,,,Fatigued/Drowsy,
14614730,3186125,03/13/2015,13:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
13099467,2814807,10/26/2014,9:50,2,NY,TAXI,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19139688,4228979,10/24/2019,19:30,dd087c72-186b-4080-a51f-56348e4b5012,NY,Sedan,HOND -CAR/SUV,,2012,East,0,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Reaction to Uninvolved Vehicle,Unspecified
11261733,144567,02/17/2014,14:20,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
8880101,26472,08/12/2012,13:05,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
19139384,4228941,10/24/2019,15:43,414fcf8c-e469-46e5-8123-3bc04439e04c,NY,Pick-up Truck,TOYT -CAR/SUV,,2016,North,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Center Front End,,,N,,Following Too Closely,Unspecified
19140317,4229341,10/24/2019,14:15,4cbd348e-d49a-410e-bc28-1178e0163cef,NY,Sedan,BMW -CAR/SUV,,2015,East,3,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
19138902,4228921,10/24/2019,11:50,3671ec9c-0f50-4fe0-ad66-fb02c97406d2,NY,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2018,East,2,F,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19139548,4228776,10/24/2019,8:00,ca3eadfd-b648-462c-bb25-18d33d0042c5,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2010,North,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Right Front Bumper,No Damage,N,,Unspecified,Unspecified
19140328,4229231,10/24/2019,20:30,34204d83-c33e-48c1-915c-bb66900f32be,TN,Tractor Truck Diesel,INTL-TRUCK/BUS,,2018,West,1,M,Licensed,VA,Going Straight Ahead,Left Rear Bumper,Left Rear Bumper,,,,N,,Unspecified,Unspecified
19140238,4229136,10/24/2019,12:45,040b248a-8885-48d6-9807-590e17e1b6be,NJ,Sedan,BMW -CAR/SUV,,2011,North,1,M,Permit,NJ,Stopped in Traffic,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,,Unspecified,Unspecified
14587537,3174932,02/21/2015,18:45,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
16947569,3424459,03/25/2016,12:40,41685,FL,Sedan,HOND -CAR/SUV,HOND CIV,2010,North,1,F,Licensed,FL,Going Straight Ahead,Right Side Doors,Right Side Doors,Right Front Quarter Panel,Right Rear Quarter Panel,,N,,Unspecified,
17054473,3437948,05/08/2016,13:25,243710,NY,4 dr sedan,ACUR -CAR/SUV,ACUR MDX,2008,Unknown,1,M,Licensed,NY,Making U Turn,Right Front Bumper,Right Front Quarter Panel,,,,N,,Turning Improperly,Driver Inattention/Distraction
9129017,44673,02/18/2014,12:15,2,NY,LIVERY VEHICLE,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,
14678142,3212348,05/01/2015,16:45,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Lost Consciousness,
19138846,4228651,10/24/2019,7:00,1e3bfc43-0db8-4b5b-8fef-51a6e3401d31,NY,Sedan,TOYT -CAR/SUV,,2018,North,1,M,Licensed,NY,Slowing or Stopping,Right Rear Bumper,Right Rear Bumper,Center Back End,Left Rear Bumper,,N,,Unspecified,Unspecified
19139489,4228934,10/24/2019,18:06,d546ae3b-7780-43c8-b585-4a0326ed1fc9,NY,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2015,Southeast,2,M,Licensed,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,Center Front End,No Damage,No Damage,N,,Failure to Yield Right-of-Way,Unspecified
9500412,59752,07/30/2012,8:55,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
13533170,258483,11/11/2013,16:40,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139692,4228980,10/24/2019,23:10,f4626927-040b-4d7a-b10e-d360edc66855,,Bike,,,,East,1,M,Unlicensed,,Going Straight Ahead,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Passing or Lane Usage Improper,Unspecified
19139919,4229469,10/24/2019,9:15,62cdecc3-519a-4e36-9b13-9b63ccdd42c5,NY,Taxi,TOYT -CAR/SUV,,2015,North,2,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,,Driver Inattention/Distraction,Unspecified
12337821,202120,01/25/2014,17:20,2,,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
9846240,2881439,03/24/2014,14:40,2,CT,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
11170177,1006903,08/08/2014,18:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14900398,3314033,10/12/2015,12:20,3,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14800555,3264470,07/24/2015,6:50,2,NY,PASSENGER VEHICLE,,,,,,,,,Stopped in Traffic,,,,,,,,Driver Inattention/Distraction,
19140140,4229118,10/24/2019,17:20,f7833983-921e-43e2-a699-4ecdb0fdbbbc,NY,Station Wagon/Sport Utility Vehicle,HINO,,2016,Southeast,2,M,Licensed,NY,Backing,No Damage,No Damage,,,,N,,Unspecified,Unspecified
12665155,3003911,10/07/2013,13:10,1,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Fatigued/Drowsy,
19139424,4228909,10/24/2019,15:00,6557a982-b90f-4ebf-9209-25c02e4d734a,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,Southwest,2,F,Licensed,NY,Making Left Turn,Right Front Bumper,Right Front Bumper,Center Front End,,,N,,Failure to Yield Right-of-Way,Unspecified
19139015,4228868,10/24/2019,16:00,3cbc8e1a-a7f3-4c26-b8d6-e56338094447,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2011,North,1,M,Licensed,NY,Backing,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,No Damage,Y,,Physical Disability,Unsafe Lane Changing
19139542,4228928,10/24/2019,18:35,7dbc60e4-b5b3-4d69-a303-59fef1677e8e,NY,Sedan,TOYT -CAR/SUV,,1998,Northeast,0,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
17310164,3538229,10/11/2016,14:35,917504,MN,Tractor Truck Diesel,kidron,,2004,North,1,M,Licensed,NJ,Backing,Trailer,Trailer,,,,Y,,Backing Unsafely,Unspecified
11315709,146062,05/10/2013,11:18,3,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17350358,3512279,08/27/2016,20:15,740024,NJ,Pick-up Truck,WHGM -CAR/SUV,,2015,East,2,M,Licensed,NJ,Going Straight Ahead,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
17253606,3517265,09/10/2016,22:15,777438,NJ,Station Wagon/Sport Utility Vehicle,MAZD -CAR/SUV,,2015,West,3,M,Licensed,NJ,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unspecified,Unspecified
16935215,3414719,03/12/2016,12:14,10782,NJ,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2015,West,0,,,,Parked,Left Side Doors,Left Front Quarter Panel,Left Front Bumper,Center Front End,Right Front Bumper,Unspecified,,Unspecified,Unspecified
14691168,3218068,05/10/2015,11:20,2,SC,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Fatigued/Drowsy,
13534899,259169,02/11/2014,20:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
14576148,3168245,02/12/2015,13:32,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Backing,,,,,,,,Backing Unsafely,
19139407,4228681,10/24/2019,7:50,4a6f0ec8-84a2-43e8-8182-a6702260666d,NY,Sedan,HOND -CAR/SUV,,2013,North,1,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Unsafe Lane Changing,Unspecified
13992496,321859,04/16/2014,15:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
10787600,1015954,08/29/2014,19:30,1,NY,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Failure to Yield Right-of-Way,
19138475,4228827,10/24/2019,10:35,214b6a33-bb5f-4e5d-a56b-7094bf38c76d,NY,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2016,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,Roof,Y,,Driver Inattention/Distraction,Pavement Defective
9968699,82181,01/18/2013,7:38,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
10169037,2914556,08/06/2014,9:20,1,NY,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
11158410,136328,11/21/2012,21:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
15012031,3370139,01/12/2016,13:15,2,PA,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
12843177,223966,06/06/2013,20:25,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
17220943,3472654,06/30/2016,14:30,469231,NY,4 dr sedan,TOYT -CAR/SUV,,2010,North,1,M,Licensed,NY,Changing Lanes,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Unsafe Lane Changing
12053302,186438,07/19/2013,13:00,2,PA,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
8999112,35726,08/07/2013,9:05,1,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,
17349829,3517342,09/11/2016,23:30,778259,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2011,East,0,M,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Driver Inattention/Distraction,Passing or Lane Usage Improper
19139227,4228761,10/24/2019,7:26,c1acb212-fefb-4d2f-b914-53747df607c9,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2018,South,3,F,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,Right Side Doors,Center Front End,N,,Failure to Yield Right-of-Way,Traffic Control Disregarded
17264543,3497938,08/10/2016,11:57,637421,NY,,,,,East,,,,,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,Unspecified,,Driver Inattention/Distraction,Passing Too Closely
19139780,4229157,10/24/2019,15:37,5fc76fff-6fae-45d3-abcf-8dac9734236f,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2017,North,0,,,,Parked,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,,Unspecified,Unspecified
10392862,2927888,04/02/2014,16:20,2,QB,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Unspecified,
19140506,4229115,10/24/2019,11:40,4d296b95-438c-492d-9860-23900e93810d,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2014,West,1,M,Licensed,NY,Backing,Left Rear Bumper,No Damage,,,,N,,Backing Unsafely,Unspecified
8392615,739,09/15/2012,23:42,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
12184699,192685,05/06/2013,15:40,1,NY,TAXI,,,,,,,,,,,,,,,,,Unspecified,
17367394,3511778,08/31/2016,23:00,735913,NY,Station Wagon/Sport Utility Vehicle,VOLV -CAR/SUV,,2010,West,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Left Front Bumper,Left Front Quarter Panel,Unspecified,,Unspecified,Unspecified
8397526,3199,07/10/2013,18:26,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Prescription Medication,
12841877,223419,05/01/2013,9:05,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Lost Consciousness,
9538906,62882,05/18/2013,13:12,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17388460,3589249,12/27/2016,23:00,1261315,NY,Sedan,LINC -CAR/SUV,,2005,East,1,M,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Bumper,,,,N,,Failure to Yield Right-of-Way,Unspecified
19139604,4228906,10/24/2019,20:00,37df756e-309d-4b7a-bd23-73267241fb39,PA,Station Wagon/Sport Utility Vehicle,VOLK -CAR/SUV,,2010,West,1,M,Unlicensed,,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
17195843,3534381,10/05/2016,8:39,890834,PA,Sedan,FORD -CAR/SUV,,2016,West,2,F,Licensed,NY,Parked,No Damage,Other,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19140817,4229596,10/23/2019,12:30,c3fe030c-fb2b-409b-86ba-cb9629a33cdb,NJ,Station Wagon/Sport Utility Vehicle,STRN -CAR/SUV,,2006,East,1,M,Licensed,NJ,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Following Too Closely
12451918,204260,09/08/2012,22:26,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19138996,4228597,10/24/2019,8:30,270d3d74-9f47-4b0d-b9b4-ac1f1e19c5dd,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2013,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
14713753,3225910,05/23/2015,0:40,1,NJ,PASSENGER VEHICLE,,,,,,,,,Making Right Turn,,,,,,,,Unspecified,
19140794,4229498,10/23/2019,0:00,30138dfe-1e9e-4c44-b1c1-e39a24309ec4,NY,Sedan,HYUN -CAR/SUV,,2019,West,1,F,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Following Too Closely
8999535,35927,08/26/2013,20:21,1,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Turning Improperly,
19140523,4229192,10/24/2019,13:20,08c61b66-effe-4f5b-901c-d43475705f9a,NJ,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2015,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Following Too Closely,Unspecified
19139409,4228683,10/24/2019,8:10,4851adb9-c468-4c61-8cc0-32eaa94a8bab,MA,Sedan,HYUN -CAR/SUV,,2014,West,0,M,Licensed,MA,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19139484,4228931,10/24/2019,8:45,bdaf9b01-64a4-4da4-bc68-8872fee94e39,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2003,Southwest,1,M,Licensed,NY,Making Left Turn,Right Front Bumper,Right Front Bumper,Right Front Quarter Panel,,,N,,Driver Inattention/Distraction,Failure to Yield Right-of-Way
12130715,188876,12/30/2012,21:37,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Fatigued/Drowsy,
